ID,CPC21code,CPC21title,CPC21ExplanatoryNote
1820,"38941","Photographic plates, film, paper, paperboard and textiles, exposed but not developed",
1821,"38942","Photographic plates and film, exposed and developed, other than cinematographic film",
1822,"3895","Motion picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track",
1823,"38950","Motion picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track",
1824,"3896","Paintings, drawings and pastels; original engravings, prints and lithographs; original sculptures and statuary, in any material; postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper) and the like; collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, ethnographic or numismatic interest; antiques",
1825,"38961","Paintings, drawings and pastels; original engravings, prints and lithographs; original sculptures and statuary, in any material",
1826,"38962","Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper) and the like",
1827,"38963","Collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, ethnographic or numismatic interest; antiques",
1828,"3897","Human hair; wool or other animal hair or other textile materials; wigs, false beards, eyebrows and eyelashes, switches and the like; articles of human hair n.e.c.; horsehair",
1829,"38971","Human hair, unworked, whether or not washed or scoured; waste of human hair",
1830,"38972","Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like; wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair n.e.c.",
1831,"3899","Other articles",
1832,"38991","Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes",
1833,"38992","Baby carriages and parts thereof",
1834,"38993","Brooms, brushes, hand-operated mechanical floor sweepers (not motorized), mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees)",
1835,"38994","Cigarette lighters and other lighters; smoking pipes and cigar or cigarette holders, and parts thereof; combs, hair-slides and the like; hairpins, curling pins, curling grips, hair-curlers and the like (except electro-thermic apparatus), and parts thereof; scent sprays and similar toilet sprays, and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations",
1836,"38995","Parts of cigarette lighters and other lighters (except flints and wicks); pyrophoric alloys; articles of combustible materials n.e.c.",
1837,"38996","Instruments, apparatus and models, designed for demonstrational purposes, unsuitable for other uses",
1838,"38997","Imitation jewellery",
1839,"38998","Matches",
1840,"38999","Articles n.e.c. (including candles, tapers, skins of birds with their feathers, artificial flowers, entertainment articles, hand sieves, hand riddles, vacuum flasks, tailors dummies, animated displays used for shop window dressing, and parts n.e.c.)",
1841,"39","Wastes or scraps",
1842,"391","Wastes from food and tobacco industry",
1843,"3911","Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory)",
1844,"39110","Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory)","This subclass includes:- pigs', hogs' and boars bristles and hairs (including waste), whether or not dyed or bleached- bristles and hairs of horses and other animals- guts, bladders and stomachs of animals other than fish, whole or in pieces- tripes, inedible- skins and other parts of birds, with their feathers and down, not further worked than cleaned, disinfected or treated for preservation- feather powder and waste- bones, horns, hooves, teeth, turtle shells, ivory and the like, unworked or simply prepared (but not cut to shape), including powder and waste- dead animals, unfit for human consumption- other animal products used in the preparation of pharmaceutical products- other animal products, unfit for human consumtion, such as:* blood (dried, liquid, meal or powder)* sinews and tendons* insect eggs* larvae, chrysalides* dried worms* furskin wasteThis subclass does not include:- semen:* bovine, cf. 02411* other, cf. 02419- embryos, cf. 02420- natural sponges of aquatic animal origin, cf. 04920- tripes, edible, cf. 2115- guts, bladders and stomachs of fish, cf. 21299"
1845,"3912","Bran and other residues from the working of cereals or legumes; vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding n.e.c.",
1846,"39120","Bran and other residues from the working of cereals or legumes; vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding n.e.c.",
1847,"3913","Residues of starch manufacture and similar residues",
1848,"39130","Residues of starch manufacture and similar residues",
1849,"3914","Beet-pulp, bagasse and other waste of sugar manufacture",
1851,"39141","Bagasse","This subclass includes:- bagasse, i.e. the fibrous matter that remains after juice extraction in sugar cane processing"
1852,"39149","Beet-pulp and other waste of sugar manufacture","This subclass includes:- beet-pulp and other waste of sugar manufactureThis subclass does not include:- bagasse, cf. 39141"
1853,"3915","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins",
1854,"39150","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins","This subclass includes:- cocoa shells, husks, skins and other cocoa waste- coffee husks and skinsThis subclass does not include:- coffee substitutes containing coffee in any proportion, cf. 23912"
1855,"3916","Brewing or distilling dregs and waste",
1856,"39160","Brewing or distilling dregs and waste",
1857,"3917","Wine lees; argol",
1858,"39170","Wine lees; argol",
1859,"3918","Tobacco refuse",
1860,"39180","Tobacco refuse",
1861,"392","Non-metal wastes or scraps",
1862,"3921","Miscellaneous textile wastes",
1863,"39211","Silk waste",
1864,"39212","Waste of wool or of fine or coarse animal hair",
1865,"39213","Garnetted stock of wool or of fine or coarse animal hair",
1866,"39214","Cotton waste, except garnetted stock",
1867,"39215","Other cotton waste; garnetted stock",
1868,"39216","Waste of man-made fibres",
1869,"39217","Worn clothing and other worn textile articles",
1870,"39218","Rags, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials",
1871,"3922","Waste of leather, leather dust, powder and flour",
1872,"39220","Waste of leather, leather dust, powder and flour",
1873,"3923","Residual lyes from the manufacture of wood pulp, including lignin sulphonates, but excluding tall oil",
1875,"39230","Residual lyes from the manufacture of wood pulp, including lignin sulphonates, but excluding tall oil",
1877,"3924","Waste and scrap of paper or paperboard",
1878,"39240","Waste and scrap of paper or paperboard",
1879,"3925","Waste, parings and scrap of rubber (except hard rubber) and powders and granules obtained therefrom",
1880,"39250","Waste, parings and scrap of rubber (except hard rubber) and powders and granules obtained therefrom",
1881,"3926","Used pneumatic tyres of rubber",
1882,"39260","Used pneumatic tyres of rubber",
1883,"3927","Waste, parings and scrap of plastics",
1884,"39270","Waste, parings and scrap of plastics",
1885,"3928","Sawdust and wood waste and scrap",
1889,"3929","Other non-metal waste or scrap",
1890,"39290","Other non-metal waste or scrap",
1891,"393","Metal wastes or scraps",
1892,"3931","Slag, dross, scalings and other waste from the manufacture of iron or steel",
1893,"39310","Slag, dross, scalings and other waste from the manufacture of iron or steel",
1894,"3932","Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except precious metals",
1895,"39320","Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except precious metals",
1896,"3933","Waste and scrap of precious metal",
1897,"39331","Waste and scrap of gold or of metal clad with gold",
1898,"39332","Waste and scrap of precious metal (except gold) or of metal clad with precious metal (except gold)",
